22647496,43,2,1,1,4,2
22647496,55,1,1,0,1,2
22647496,15,1,2,0,1,2
22647496,23,1,1,0,2,2
22647496,46,1,2,0,3,2
22647496,30,1,1,0,1,2
22647496,50,1,2,1,6,2
22647496,46,1,2,0,1,2
22647496,19,1,1,0,1,2
22647496,40,2,2,0,4,2
22647496,24,3,1,0,1,2
22647496,26,1,2,0,1,2
22647496,17,1,2,0,2,2
22647496,26,1,2,0,2,2
22647496,21,1,1,0,1,2
22647496,35,2,1,0,1,1
22647496,50,1,2,0,2,2
22647496,23,2,1,0,2,2
22647496,50,2,1,0,1,2
22647496,35,1,2,0,4,2
22647496,35,1,1,0,2,2
22647496,35,1,1,0,3,2
22647496,35,1,2,0,1,2
22647496,52,1,1,0,2,1
22647496,60,1,1,0,2,2
22647496,32,2,1,0,2,1
22647496,35,1,1,0,1,2
22647496,22,1,2,0,1,2
22647496,28,1,2,0,1,2
22647496,28,1,1,0,1,2
22647496,20,1,2,1,3,2
22647496,24,1,1,0,1,2
22647496,35,1,2,0,2,2
22647496,30,1,2,1,3,2
22647496,21,1,1,0,2,2
22647496,41,2,1,0,1,1
22647496,50,1,2,0,2,2
22647496,50,1,2,1,3,2
22647496,20,2,1,0,1,1
22647496,65,1,2,0,2,1
22647496,40,1,2,0,1,2
22647496,40,1,1,0,1,2
22647496,25,2,1,1,1,1
22647496,19,1,2,0,1,2
22647496,30,1,1,0,2,2
22647496,27,1,1,0,1,2
22647496,16,2,2,1,2,1
22647496,40,1,2,0,1,2
22647496,31,1,1,0,3,2
22647496,70,1,2,0,2,2
22647496,55,1,2,0,1,2
22647496,45,1,1,0,2,2
22647496,55,2,1,0,1,2
22647496,29,2,1,0,2,2
22647496,15,1,1,0,2,2
22647496,36,1,2,0,3,2
22647496,22,1,2,0,1,2
22647496,19,1,2,0,1,2
22647496,50,1,2,0,1,2
22647496,24,2,1,1,1,1
22647496,32,1,1,1,1,2
22647496,31,2,1,0,2,2
22647496,30,2,1,1,2,2
22647496,22,1,2,0,2,2
22647496,27,1,1,0,1,2
22647496,25,1,1,0,1,1
22647496,47,1,2,0,1,2
22647496,32,1,1,0,2,2
22647496,74,1,2,0,2,2
22647496,37,2,1,0,1,2
22647496,30,1,2,0,3,2
22647496,28,3,1,0,2,1
22647496,50,1,2,0,1,2
22647496,49,2,1,0,2,1
22647496,25,1,2,0,3,1
22647496,22,2,1,1,1,1
22647496,30,2,1,1,3,1
22647496,48,1,1,0,1,2
22647496,23,3,1,1,2,1
22647496,20,1,1,0,1,2
22647496,40,3,2,1,2,1
22647496,27,1,2,0,2,2
22647496,32,1,1,0,2,2
22647496,55,1,2,0,1,2
22647496,25,1,1,0,1,2
22647496,67,1,2,0,2,2
22647496,27,1,1,0,2,2
22647496,24,1,1,0,2,1
22647496,48,1,1,1,3,1
22647496,30,1,2,0,2,2
22647496,25,2,2,0,2,2
22647496,27,2,1,0,1,2
22647496,28,1,2,0,3,2
22647496,50,1,2,0,2,2
22647496,17,2,2,0,1,2
22647496,30,2,2,1,2,1
22647496,18,2,1,0,2,1
22647496,15,1,1,0,1,2
22647496,16,2,2,0,3,2
22647496,50,3,1,1,2,1
22647496,40,1,2,0,1,2
22647496,20,1,2,1,1,2
22647496,30,1,2,0,2,1
22647496,26,1,2,0,1,2
22647496,35,1,1,0,2,2
22647496,63,3,1,1,1,1
22647496,22,1,1,0,1,2
22647496,17,2,2,1,2,2
22647496,25,1,2,0,3,2
22647496,18,1,2,0,2,2
22647496,56,1,2,0,1,2
22647496,28,2,1,0,1,1
22647496,48,1,2,0,3,2
22647496,17,1,2,0,1,2
22647496,15,1,1,1,1,2
22647496,19,1,2,0,1,2
22647496,17,2,2,0,1,2
22647496,45,1,2,0,4,2
22647496,30,1,2,0,2,2
22647496,30,1,2,0,2,2
22647496,26,1,2,0,2,1
22647496,45,1,2,0,2,2
22647496,30,1,2,0,1,2
22647496,50,3,2,0,1,2
22647496,35,1,2,0,1,2
22647496,31,2,2,0,1,2
22647496,31,1,1,0,2,1
22647496,47,1,1,0,2,2
22647496,34,1,1,0,2,2
22647496,52,1,2,0,2,2
22647496,60,1,2,0,2,2
22647496,42,1,2,0,1,2
22647496,18,2,2,0,2,2
22647496,48,2,1,0,1,2
22647496,17,1,2,1,1,1
22647496,22,1,1,0,2,1
22647496,16,2,2,0,2,2
22647496,37,1,1,1,1,2
22647496,38,1,2,0,1,2
22647496,30,1,2,0,1,2
22647496,35,1,2,0,2,2
22647496,31,1,2,0,1,2
22647496,23,2,2,1,1,2
22647496,29,3,2,0,3,1
22647496,16,1,1,0,2,2
22647496,40,2,2,1,2,1
22647496,40,1,2,0,2,2
22647496,27,1,2,0,3,2
22647496,18,1,2,0,1,2
22647496,21,2,2,0,1,2
22647496,35,1,2,0,1,2
22647496,24,1,2,0,2,2
22647496,50,1,1,1,1,2
22647496,30,1,1,0,1,2
22647496,55,1,1,0,1,2
22647496,23,1,2,0,1,2
22647496,37,2,1,0,1,2
22647496,16,1,2,0,2,2
22647496,17,2,1,0,1,2
22647496,40,1,1,1,3,1
22647496,20,1,2,0,2,2
22647496,20,1,2,0,4,2
22647496,36,2,2,0,2,2
22647496,40,1,2,0,2,2
22647496,15,1,2,0,2,2
22647496,32,2,1,0,2,1
22647496,25,1,1,0,1,2
22647496,31,1,2,0,1,2
22647496,19,2,2,0,2,1
22647496,33,2,1,0,2,2
22647496,42,1,1,0,1,2
22647496,20,2,1,0,2,2
22647496,38,1,1,0,1,1
22647496,33,1,2,0,1,2
22647496,56,1,2,0,2,2
22647496,40,1,1,0,2,2
22647496,20,1,2,0,2,2
22647496,40,1,2,0,2,2
22647496,22,2,2,0,1,2
22647496,35,3,1,1,1,1
22647496,40,1,2,0,2,2
22647496,24,3,2,0,2,1
22647496,28,2,2,1,1,2
22647496,26,2,1,0,2,2
22647496,28,1,2,0,2,2
22647496,30,1,2,0,1,2
22647496,70,1,2,0,3,2
22647496,30,2,1,1,1,1
22647496,28,1,2,0,2,2
22647496,25,2,1,0,3,2
22647496,22,2,1,1,2,1
22647496,41,1,2,1,3,2
22647496,42,1,2,0,1,2
22647496,23,1,2,0,2,2
22647496,28,3,1,1,1,1
22647496,33,1,2,0,1,2
22647496,35,1,1,1,2,2
22647496,32,2,1,0,2,2
22647496,40,1,1,1,1,2
22647496,30,1,2,0,3,2
22647496,30,1,2,0,3,2
22647496,21,2,1,0,1,1
22647496,40,2,1,0,3,2
22647496,28,2,1,1,2,1
22647496,63,1,1,0,2,2
22647496,41,1,1,0,2,2
22647496,35,1,1,0,1,2
22647496,25,1,2,1,1,2
22647496,35,2,2,1,1,1
22647496,24,1,2,0,1,2
22647496,45,2,1,0,1,2
22647496,30,1,2,0,2,2
22647496,37,1,2,0,2,2
22647496,36,1,1,0,1,2
22647496,26,2,1,0,2,2
22647496,22,2,2,0,1,2
22647496,34,2,1,0,1,1
22647496,21,1,2,1,2,2
22647496,17,2,2,0,1,2
22647496,18,1,1,0,2,2
22647496,24,1,2,0,2,2
22647496,45,1,1,0,1,2
22647496,26,1,2,0,1,2
22647496,20,1,2,0,2,2
22647496,18,1,2,0,1,2
22647496,35,1,1,0,2,2
22647496,36,2,2,0,3,2
22647496,40,1,1,0,3,2
22647496,22,1,2,1,3,2
22647496,24,2,2,0,2,2
22647496,20,1,2,0,2,2
22647496,31,1,1,0,3,2
22647496,27,1,2,0,2,2
22647496,26,1,2,0,2,2
22647496,22,1,2,0,1,2
22647496,35,1,1,0,1,2
22647496,36,2,2,1,3,2
22647496,24,1,1,0,1,2
22647496,35,1,1,0,1,1
22647496,43,1,2,0,2,1
22647496,30,1,1,0,2,2
22647496,27,2,1,0,2,2
22647496,38,2,1,0,1,2
22647496,50,1,2,0,1,2
22647496,44,2,1,0,1,1
22647496,20,1,1,0,1,2
22647496,28,1,1,0,3,2
22647496,25,3,1,1,2,1
22647496,25,1,2,0,1,2
22647496,37,1,2,0,1,2
22647496,40,1,2,0,1,2
22647496,32,1,1,0,1,2
22647496,33,1,2,0,2,2
22647496,29,3,1,1,1,1
22647496,25,1,2,0,2,2
22647496,30,1,2,0,5,2
22647496,30,2,2,0,1,1
22647496,26,1,1,0,1,2
22647496,30,1,2,0,4,2
22647496,25,2,2,0,2,2
22647496,18,1,2,0,2,2
22647496,25,1,1,0,1,2
22647496,30,2,1,0,1,2
22647496,18,1,1,1,1,1
22647496,27,1,1,0,1,1
22647496,25,1,2,0,1,1
22647496,30,1,1,0,1,2
22647496,38,1,1,0,2,2
22647496,27,2,2,0,3,2
22647496,17,2,1,0,2,1
22647496,44,1,1,0,2,2
22647496,22,2,1,1,1,1
22647496,18,1,2,0,2,2
22647496,46,2,1,1,3,2
22647496,22,2,2,0,1,2
22647496,19,2,1,0,1,2
22647496,23,1,1,0,2,2
22647496,25,1,2,0,1,2
22647496,15,2,1,0,1,1
22647496,38,1,2,0,2,2
22647496,28,1,1,0,2,2
22647496,25,2,1,1,3,1
22647496,64,1,1,0,1,2
22647496,25,1,2,0,2,2
22647496,36,2,1,0,1,1
22647496,49,1,2,0,2,2
22647496,15,1,2,0,2,1
22647496,26,1,2,0,2,1
22647496,45,1,2,0,1,2
22647496,18,2,1,0,1,2
22647496,38,1,1,0,1,2
22647496,29,1,2,0,1,2
22647496,40,1,1,0,2,2
22647496,28,2,1,1,1,1
22647496,30,1,1,0,3,2
22647496,33,1,2,0,1,2
22647496,28,3,2,1,1,1
22647496,60,1,1,0,1,2
22647496,35,3,1,1,3,1
22647496,19,1,1,0,1,2
22647496,70,1,2,0,1,1
22647496,20,1,2,0,1,2
22647496,18,1,1,0,1,2
22647496,30,1,1,0,3,2
22647496,40,3,1,0,1,2
22647496,30,1,2,0,2,2
22647496,20,3,1,1,2,2
22647496,22,3,1,1,2,1
22647496,42,2,1,0,2,2
22647496,65,1,2,0,1,2
22647496,60,1,2,0,1,2
22647496,25,1,2,0,2,2
22647496,29,1,1,0,3,2
22647496,41,1,1,0,1,2
22647496,35,1,1,0,2,2
22647496,19,2,2,0,1,2
22647496,16,1,2,0,2,2
22647496,23,2,1,0,1,1
22647496,19,2,1,0,2,2
22647496,27,1,2,0,1,2
22647496,35,2,1,0,2,1
22647496,18,2,1,0,1,2
22647496,30,3,1,0,1,2
22647496,50,1,1,0,2,2
22647496,28,1,1,0,3,2
22647496,20,1,1,0,3,2
22647496,30,1,2,0,1,2
22647496,30,1,2,0,3,2
22647496,38,2,1,0,1,1
22647496,28,1,2,0,1,2
22647496,50,1,1,0,2,2
22647496,19,1,2,0,1,2
22647496,45,1,1,0,1,2
22647496,39,1,1,0,1,2
22647496,40,1,2,0,2,2
22647496,16,2,2,0,2,2
22647496,45,1,2,0,3,2
22647496,19,2,1,0,2,1
22647496,33,2,1,0,2,2
22647496,16,1,2,0,2,2
22647496,25,1,2,0,2,2
22647496,18,1,1,0,1,2
22647496,25,1,2,0,1,2
22647496,18,1,1,0,3,2
22647496,38,1,2,0,1,2
22647496,32,2,1,0,4,2
22647496,52,1,2,0,2,2
22647496,33,1,2,0,1,2
22647496,41,2,1,0,2,2
22647496,16,1,2,0,2,2
22647496,30,2,1,0,1,2
22647496,32,1,2,0,2,1
22647496,30,3,1,1,2,2
22647496,28,3,1,0,1,2
22647496,40,1,1,0,1,2
22647496,30,1,1,0,1,2
22647496,22,1,2,0,1,2
22647496,23,2,1,0,2,1
22647496,26,2,2,0,1,2
22647496,36,1,1,0,2,2
22647496,33,2,1,0,1,1
22647496,55,1,2,0,2,2
22647496,48,1,1,0,2,2
22647496,19,1,1,0,2,2
22647496,21,1,1,0,1,2
22647496,18,2,1,0,2,2
22647496,45,2,1,0,3,2
22647496,30,1,2,0,2,2
22647496,23,1,1,0,1,2
22647496,26,1,2,0,2,2
22647496,28,1,2,0,3,2
22647496,50,1,2,0,2,2
22647496,26,1,2,0,3,2
22647496,41,3,1,1,2,1
22647496,25,2,2,0,1,1
22647496,25,1,1,0,1,2
22647496,20,1,2,0,1,2
22647496,50,1,1,0,2,2
22647496,32,1,2,0,2,2
22647496,17,1,2,0,3,2
22647496,36,1,1,0,2,2
22647496,25,2,1,0,3,2
22647496,16,2,2,0,2,2
22647496,35,1,2,0,2,2
22647496,30,2,1,0,1,2
22647496,17,2,2,0,1,1
22647496,37,1,1,0,1,2
22647496,50,1,2,0,2,2
22647496,21,1,1,0,1,2
22647496,50,1,1,0,1,2
22647496,40,1,1,0,2,1
22647496,40,1,2,0,2,2
22647496,33,2,1,0,3,1
22647496,30,1,1,0,3,2
22647496,41,2,2,0,1,1
22647496,45,1,2,0,1,2
22647496,40,1,2,1,3,2
22647496,20,1,1,0,3,1
22647496,18,1,2,0,2,2
22647496,16,1,1,0,1,2
22647496,45,1,1,0,1,2
